gene,mean_vcm3,mean_rest,log2fc,pval,fdr
ADGRD1,0.35211703,0.47807577,-0.4411832,8.484633085330756e-18,2.6802298857432035e-16
STRN,0.8953517,0.7768553,0.20480838,1.0844083204558674e-17,3.414066732388237e-16
DHX32,0.7079358,0.58950484,0.2641145,1.2353557570455027e-17,3.8762902048832465e-16
RETREG1,1.2183315,1.3502066,-0.14827338,1.2481365637202341e-17,3.903339080274412e-16
MAP2,0.24293949,0.115175255,1.0767598,1.3451551469253152e-17,4.192772620748607e-16
MARK3,1.2130936,1.3496282,-0.15387103,1.5347692397382482e-17,4.767948677888823e-16
HADHB,1.260467,1.379401,-0.13008338,1.607753549976537e-17,4.978199275867944e-16
FRMD4B,0.28626123,0.43556407,-0.6055509,1.7638846320381775e-17,5.443672900586244e-16
CAV1,0.51229435,0.39057776,0.3913623,1.8163233550593918e-17,5.587129743333513e-16
FILIP1,2.4634593,2.3241599,0.08397627,2.2398723175847453e-17,6.867477805091529e-16
ENSG00000270110,0.34208584,0.21674035,0.65838814,2.2539205371322834e-17,6.888039895561916e-16
ANXA2,0.2139791,0.104879275,1.0287333,2.613597028775489e-17,7.961288092198584e-16
NEAT1,3.858693,3.7045138,0.058827996,3.178077912315194e-17,9.649426204964773e-16
NR3C2,0.75500065,0.87454337,-0.21205176,4.296943128658835e-17,1.3004490462282965e-15
CCSER1,1.6558588,1.7726268,-0.09830916,4.753120396509124e-17,1.433883458522463e-15
STK38,0.46763748,0.36708757,0.34926546,5.2413936691220207e-17,1.5761139552468846e-15
PARM1,0.21973541,0.33402103,-0.60416937,5.687384972112728e-17,1.7047618469125114e-15
FOXP1,1.4761089,1.5912467,-0.108358264,6.135343319698152e-17,1.833178058134015e-15
ANKRD12,0.9154843,0.8010094,0.19271573,8.365244091798293e-17,2.4915149228333837e-15
MITF,1.4915352,1.6106461,-0.11084151,8.585042660584669e-17,2.5488882987849797e-15
PKIA,0.42892295,0.5475264,-0.35220933,1.4850987903117876e-16,4.395330236815518e-15
TSC22D2,0.5135212,0.4087539,0.32919055,1.4952146784915513e-16,4.411353494845199e-15
CAMK2D,2.2958744,2.1463358,0.09716785,1.6332586503294893e-16,4.803521209213564e-15
ENSG00000274441,0.7946055,0.6930088,0.1973649,1.6579530534694394e-16,4.860911108640712e-15
DES,1.9202863,1.764109,0.12238163,1.7195676655837581e-16,5.025851663086237e-15
SMYD2,0.9433869,0.8148332,0.21134453,1.868734654089035e-16,5.444866001448238e-15
HMGN3,0.870879,0.9971972,-0.19540636,2.2185537196465778e-16,6.444108668026066e-15
CSRP3,1.0192617,0.8698115,0.22874956,2.592604193528208e-16,7.507349550519028e-15
TTLL7,0.29795134,0.18771252,0.6665492,2.684699949515289e-16,7.750109208108443e-15
AQP4-AS1,0.13504681,0.26892215,-0.99372375,2.7430906332992095e-16,7.894379239758645e-15
CLIC5,1.0632434,0.93800104,0.1808102,2.9086923992309594e-16,8.34536761149384e-15
KLHL24,1.2040143,1.3169712,-0.12937114,3.282980390740344e-16,9.390525007904241e-15
CBFB,0.44684294,0.35861126,0.31734633,4.3098892977928715e-16,1.2290389480818456e-14
INPP5F,0.28892258,0.20096822,0.52371347,4.565994888187433e-16,1.2981261830598332e-14
PRICKLE1,0.78694355,0.6377806,0.3031995,4.677469049291846e-16,1.3258010459352295e-14
PDLIM5,3.1852117,3.0485811,0.06325126,4.781382094266599e-16,1.3511724942291937e-14
KATNIP,0.41965902,0.3070952,0.4505304,5.109147513928145e-16,1.439460119389605e-14
FSTL1,0.77142406,0.9108602,-0.2397052,5.528956894693532e-16,1.5530740594615185e-14
GARNL3,0.6381617,0.7379679,-0.20963573,5.637186345801143e-16,1.578748725262875e-14
PTPDC1,0.5708169,0.4461026,0.3556518,6.006924901038325e-16,1.677290756593499e-14
FRY-AS1,0.30971324,0.20760055,0.57712066,6.953209328030278e-16,1.935756970788726e-14
MEF2C,0.6304379,0.7396113,-0.23041272,7.039159553568302e-16,1.9538874240111777e-14
ENSG00000249417,0.20967822,0.12696877,0.72369885,7.094490787054996e-16,1.9634369487949843e-14
C5orf46,0.28056124,0.18363371,0.61148214,7.237368324390019e-16,1.9970879299831517e-14
JPH2,1.014318,0.90217775,0.16902614,7.959248770544562e-16,2.1898437526466003e-14
ACTN1,0.44685057,0.3302006,0.43644845,9.175315105828095e-16,2.517041120552023e-14
ACTB,0.72912216,0.6220999,0.22901398,9.19374295100813e-16,2.51474333429616e-14
WSB1,1.226044,1.1148039,0.13722076,1.0754129574432962e-15,2.933001269399129e-14
RALYL,0.5671657,0.7230828,-0.35039005,1.195036417113058e-15,3.24980627981296e-14
ENSG00000229618,1.343558,1.5249501,-0.1827034,1.2022226852634688e-15,3.2598997783647007e-14
MPRIP,0.7427361,0.6130419,0.27686363,1.5390246366369225e-15,4.1611323172702037e-14
BDNF-AS,0.571141,0.42674994,0.42045516,1.6872364890684143e-15,4.548750787482719e-14
SORBS1,3.1741636,3.0355413,0.06442273,1.6878035651051322e-15,4.5372415609788976e-14
STK17A,0.3474205,0.25297058,0.45771182,1.8339312990235144e-15,4.915983842125318e-14
CACNA1C,3.4262052,3.4595826,-0.013986468,2.0081472681556994e-15,5.367646059782556e-14
SLC7A8,0.42056945,0.31755304,0.40534532,2.1815951235672246e-15,5.81469472991696e-14
ENSG00000227227,0.571828,0.46223438,0.30695605,2.182021150289289e-15,5.799354796604564e-14
PTPRJ,0.34860608,0.24979879,0.48082972,2.1993749286914004e-15,5.828964853384949e-14
LIMA1,0.30096287,0.18912385,0.67025137,2.528839240623671e-15,6.683259086065149e-14
KCND3,0.6213994,0.77736455,-0.32307,2.5869906218608923e-15,6.817737644465981e-14
TGFB2,0.16536887,0.051328514,1.6878359,2.6521319181386113e-15,6.96983239663206e-14
ENSG00000225519,0.2079132,0.10362448,1.0046096,2.8187655117168338e-15,7.38705531590149e-14
TFDP2,0.818211,0.93540233,-0.19311383,3.0214201353806633e-15,7.896090169955817e-14
RUBCN,0.4244548,0.31512362,0.4296919,3.299667328976503e-15,8.599299689015987e-14
RNF146,0.42032057,0.32366168,0.37700248,3.495024933228167e-15,9.083192222589104e-14
CKM,0.66219044,0.78644824,-0.24810529,3.664559600197677e-15,9.497485682059284e-14
TJP1,1.1863627,1.0525662,0.17263412,4.256373919170038e-15,1.100090912111661e-13
UBR1,0.79004234,0.6749548,0.22713882,4.566924389251845e-15,1.1771122148340882e-13
SPATS2L,0.6535624,0.5500211,0.24883765,4.644652964048214e-15,1.1938666879095986e-13
CHPT1,1.3278284,1.4364737,-0.113462836,4.8984061216651084e-15,1.255651536433389e-13
DGKD,0.5140268,0.3980607,0.36885434,6.12237691367273e-15,1.5651264360784074e-13
CCDC93,0.62873703,0.7539467,-0.26200548,7.0298713350731934e-15,1.792235132218932e-13
ANK2,2.0297172,2.0921683,-0.043720126,8.208483431996169e-15,2.0870458417069934e-13
ITGA7,0.8581971,0.74034524,0.21311054,8.709256124348351e-15,2.208384890773952e-13
BCKDHB,0.5522783,0.66846657,-0.2754596,8.887700909407442e-15,2.2475582191930087e-13
CDC37L1,0.5016032,0.39834934,0.3325116,9.70248298011139e-15,2.4470079386936847e-13
SHROOM3,0.8587944,0.75231534,0.19097503,1.1290423920926494e-14,2.839859443059849e-13
BACH1,0.9411713,0.81970865,0.19934587,1.1807640499263962e-14,2.962012918826056e-13
ARMC8,0.7155455,0.6116147,0.22642002,1.2057552604926162e-14,3.01663889438446e-13
MAML2,0.37912247,0.26224393,0.5317528,1.2862296078808242e-14,3.2094165375366735e-13
DIAPH1,0.65978086,0.54950815,0.26384562,1.288954545170845e-14,3.2076847593615033e-13
ACSS1,0.42730156,0.53969955,-0.33690125,1.367231337645726e-14,3.3934826480931754e-13
AKAP6,2.415099,2.286325,0.07905173,1.6093538886494276e-14,3.983893979764889e-13
CYTOR,0.2122031,0.119104974,0.8332069,2.503649587586291e-14,6.181379060719626e-13
TXNIP,1.6424758,1.758502,-0.09847474,2.7595043313933338e-14,6.795188881137075e-13
UBE2H,1.3112339,1.2122985,0.11317998,2.7608357423232866e-14,6.780670401695569e-13
AFF3,0.2324174,0.3409424,-0.55280817,2.812955056239388e-14,6.890638208260558e-13
FBXL17,1.1910948,1.3115585,-0.13899383,3.316741506924286e-14,8.103559588011369e-13
PTPN1,0.6142026,0.49301437,0.31708443,3.352552887711744e-14,8.169779530522489e-13
FRMD4A,0.2869456,0.37946215,-0.40317738,3.4753417463363984e-14,8.447061208323339e-13
TMEM65,0.8419572,0.9671179,-0.19994465,3.967758134467759e-14,9.618994009709695e-13
HAND2-AS1,0.9669503,1.0852516,-0.16651562,4.605816456003282e-14,1.1137054121191442e-12
ABCA8,0.38610375,0.500371,-0.37400872,5.628464023384709e-14,1.3574871328379265e-12
PCDH9-AS2,0.643725,0.50807625,0.34139884,6.130074425237846e-14,1.4746758527584993e-12
PCSK6,0.24509068,0.36876148,-0.5893705,7.92442528888514e-14,1.901456727885432e-12
PLPP3,0.4659268,0.59198254,-0.34545064,8.196393702166272e-14,1.9616981049419378e-12
VLDLR-AS1,0.85065144,0.9876219,-0.2153905,9.904683473856346e-14,2.364522655260057e-12
PDCD4,0.2332201,0.33089253,-0.50466883,1.2516207318383758e-13,2.9803821589105688e-12
KCNIP2,0.16680917,0.26296756,-0.6566832,1.5268956487242032e-13,3.6266670826153097e-12
CNTNAP3,0.11153592,0.19580615,-0.81191206,1.5521010349543655e-13,3.677225229783297e-12
AKAP9,1.1022084,1.2136835,-0.13899513,1.603452473011049e-13,3.789317657881527e-12
F3,0.23590572,0.35181874,-0.57662,1.6187471734008096e-13,3.815850748956381e-12
FEZ2,0.5678939,0.450044,0.33555478,1.676833785888765e-13,3.9428708218567405e-12
IER3,0.24927962,0.16512792,0.59417796,1.7725577062510932e-13,4.157534100011939e-12
TMEM245,0.7339347,0.8292994,-0.1762411,2.0831574400827733e-13,4.873861122906877e-12
EPN2,0.68811154,0.79266214,-0.20406333,2.1407770327042167e-13,4.9962114728435226e-12
PRRX1,0.5499274,0.44023553,0.32096493,2.2445601755703356e-13,5.225425202779376e-12
LMOD2,1.538006,1.3901405,0.14583024,2.3512760590499905e-13,5.460314848021537e-12
COL4A5,0.509939,0.6188578,-0.27928275,2.460239206889926e-13,5.69925042939291e-12
CAVIN4,0.39017323,0.28632104,0.44647968,2.594355952669061e-13,5.995134864024909e-12
CDIN1,1.8265836,1.9395235,-0.08655441,2.5957615289892296e-13,5.983644880829718e-12
TOGARAM2,0.09977869,0.20535176,-1.0412862,2.7462412848341024e-13,6.3150087584101834e-12
SLC30A10,0.060839474,0.15331486,-1.3334038,3.519081956033602e-13,8.072378217972433e-12
ENSG00000253925,0.6178702,0.71751446,-0.21570376,3.8946926035707683e-13,8.912196587000231e-12
ZFAND3,1.3460964,1.2437726,0.11405888,3.9324683821096487e-13,8.976744126752488e-12
PGM5,1.0084314,0.9212273,0.13048373,5.510114195639372e-13,1.2547546452303055e-11
SPON1-AS1,0.13363692,0.054869488,1.2842271,5.788667229424815e-13,1.314994574974906e-11
FGFR1,0.50314945,0.41317102,0.28424728,5.847827395729213e-13,1.3252250392930308e-11
ARHGEF12,1.2513118,1.1186895,0.16163146,6.454193005999147e-13,1.4591141875249158e-11
FNIP2,1.5367495,1.4302293,0.10363543,7.05912823554982e-13,1.592037045815587e-11
PLD1,1.0698521,1.1862408,-0.14898539,7.456671515374365e-13,1.6776616824278728e-11
PCNX4,1.0746988,0.96324646,0.15795526,7.644050603234525e-13,1.715705329175749e-11
CCSER2,1.0375555,0.9280064,0.16098154,1.0806201971526466e-12,2.4196607851279548e-11
FITM2,0.33380055,0.42329207,-0.34266615,1.1111536295672465e-12,2.4821055601428347e-11
DDAH1,0.19243479,0.088879816,1.114433,1.115936396890779e-12,2.4868682364915176e-11
PHKG1,0.15513866,0.25422707,-0.712556,1.2321824107138072e-12,2.7394159661888483e-11
SNAP23,0.78128797,0.6784576,0.2035954,1.3482225545156623e-12,2.990313003892658e-11
MTSS1,0.40595508,0.5479266,-0.4326617,1.4360469854225563e-12,3.177592645574156e-11
TRPM7,1.2787443,1.3962317,-0.12681037,1.6530463702353206e-12,3.649148481305359e-11
GXYLT2,0.22341347,0.3276914,-0.5526197,1.8333740547969107e-12,4.037726615517516e-11
MARCHF11-AS1,0.09914857,0.18155912,-0.8727689,1.9598642650554397e-12,4.3061935678571745e-11
ZNF521,0.37526673,0.49422616,-0.397254,1.991032054879671e-12,4.3644539109535225e-11
CEP192,0.46445033,0.5910275,-0.34770024,2.0165162200752144e-12,4.410012861712275e-11
EVI5,1.0910479,0.978371,0.1572606,2.0399380931855932e-12,4.4508602768063336e-11
KIF1B,1.1583358,1.0485666,0.14363496,2.1404614857348975e-12,4.659352589133366e-11
SOS1,0.88651115,1.0015553,-0.17603116,2.155648364976163e-12,4.6815492963440655e-11
ENOSF1,0.5233005,0.6393085,-0.28887206,2.530236647043222e-12,5.482374185348616e-11
STK39,0.8003679,0.70686793,0.17922232,3.057256754953475e-12,6.609028312205876e-11
PDLIM1,0.6364003,0.5303243,0.2630592,3.0678205651893755e-12,6.61661897531189e-11
RNF115,1.2207285,1.0715244,0.18807754,3.1481982095128404e-12,6.774402660928777e-11
NOVA1,0.20350185,0.11559759,0.81592536,3.374927778626229e-12,7.245668745782902e-11
LDHB,0.60619223,0.69202924,-0.19105732,3.4155009707236454e-12,7.316034271079735e-11
KPNA3,0.61996686,0.53081065,0.22399336,3.4445081227367425e-12,7.361361095106177e-11
KPNA1,0.458033,0.37539655,0.28703535,3.464462782531312e-12,7.387179505842902e-11
MYOZ2,2.2562194,2.111242,0.0958153,4.170009195496595e-12,8.871434528831984e-11
COMMD1,1.0674105,0.961579,0.1506375,4.288669080097345e-12,9.103233780423821e-11
ATAD2,0.58303124,0.694446,-0.25228894,4.477705898025412e-12,9.483033123086775e-11
C14orf180,0.47823393,0.58987784,-0.3026991,4.947181902058555e-12,1.0453707343494001e-10
PPP1R9A-AS1,0.57982314,0.50113887,0.21040207,5.21257050344192e-12,1.0989738531076876e-10
DYRK1A,1.0593672,0.9681824,0.12985176,5.6245384893869005e-12,1.1831708544266346e-10
ABCG2,0.21733293,0.13926914,0.6420274,5.741842354679238e-12,1.2051446302371501e-10
RRAGC-DT,0.633674,0.5421455,0.22506046,5.9426505447068755e-12,1.2445077546973192e-10
HDAC9,1.5479692,1.4253423,0.119068205,5.994610766299686e-12,1.2525932786063174e-10
NCAM1,1.7656878,1.6322985,0.11332536,6.399540768239199e-12,1.3342331441693372e-10
CAT,0.58047414,0.67130303,-0.209732,6.6975193865936556e-12,1.3932622369184406e-10
MAD2L1-DT,0.56354415,0.6658491,-0.24066621,6.844673685328117e-12,1.420724082206823e-10
CKMT2,1.7042965,1.782449,-0.06468445,8.282179097874455e-12,1.7153069381072438e-10
WEE1,0.29096204,0.2070923,0.49055505,8.376945360552678e-12,1.7311123650375602e-10
SH3KBP1,0.18504211,0.27105787,-0.550745,8.852623727057173e-12,1.8253915562033054e-10
USP28,0.8988712,0.79683954,0.17382495,8.97388721030702e-12,1.8463379343662382e-10
TIMP3,0.59566975,0.7333802,-0.3000482,1.0535382725977192e-11,2.1628656615999566e-10
ABTB2,0.6753906,0.5456854,0.30765212,1.1367896892813424e-11,2.328681411536584e-10
IQCJ-SCHIP1,0.86603457,0.74920654,0.20906085,1.1533608721189849e-11,2.3574796736863434e-10
SLC39A10,0.24554728,0.15913373,0.62575793,1.1764167637764238e-11,2.3993787125544363e-10
MACROD2,0.71241146,0.86346304,-0.27742335,1.1837759792669511e-11,2.4091510276534784e-10
SLC1A3,1.9057797,1.7871867,0.092690885,1.3886036479140634e-11,2.819887321370074e-10
NMD3,0.48177367,0.59238094,-0.29816914,1.4164586025007336e-11,2.87024073621207e-10
LRRC39,0.7750229,0.90107733,-0.21741168,1.4433083838531855e-11,2.918344667523833e-10
MARCHF5,0.36607042,0.27790675,0.3975191,1.658278407694134e-11,3.3457995744056693e-10
PLEKHA5,2.0681078,2.1355112,-0.046270013,1.684066397505764e-11,3.3905388286264116e-10
ENSG00000230490,0.49950147,0.6103722,-0.28919977,1.8945820053024175e-11,3.80620307789021e-10
SLC38A4-AS1,0.46021754,0.56115246,-0.2860763,2.1344866253530776e-11,4.2790071621928575e-10
SAMTOR,0.6792245,0.5714255,0.24932265,2.1631964317979088e-11,4.3273153354217443e-10
SH3RF1,0.38017634,0.27315083,0.47696936,2.2371116777196425e-11,4.4656556936948267e-10
ADCY5,0.81522316,0.9543837,-0.22737405,2.278088092534851e-11,4.5377967057668725e-10
ROR1-AS1,0.3879229,0.29690763,0.3857547,2.4100851325879263e-11,4.790554812275408e-10
TANC2,0.23716442,0.1694282,0.48521137,2.8549733460149975e-11,5.662866793300783e-10
USP15,1.0018909,0.87871426,0.18925911,3.2518362527082684e-11,6.436440447871092e-10
BTG2,0.32886958,0.24936406,0.39926076,3.378349594430273e-11,6.672773872619962e-10
HIF3A,1.2416257,1.3682255,-0.1400756,3.745169263834998e-11,7.381760091029401e-10
PTPN11,0.55638796,0.47114345,0.23992431,3.832517479163992e-11,7.538087838473077e-10
PAIP2B,0.25644693,0.3549835,-0.4690901,3.8638516146280233e-11,7.583819215154836e-10
RUNX1T1,0.6401648,0.744476,-0.21778175,4.1128411712523704e-11,8.055673459016647e-10
OXCT1,0.68419,0.5977217,0.19492275,4.2972385067738404e-11,8.399310764698369e-10
PDE1C,1.4130129,1.5436895,-0.12760791,4.3216815133010317e-11,8.429525147149747e-10
FBXO40,0.86778206,0.9798876,-0.17528333,5.0364987259878627e-11,9.803408930958117e-10
FMN1,0.17750816,0.104518816,0.764117,5.122741864809437e-11,9.950634404894853e-10
EIF4G3,0.75721335,0.68686944,0.14066377,5.2231619046255753e-11,1.0124732435784533e-09
RYR2,4.9180903,4.941644,-0.0068929195,5.2698646133829e-11,1.0194199959331622e-09
CDC42EP3,0.65854424,0.56432164,0.22276235,5.316358072213214e-11,1.0262977661214891e-09
SCAPER,1.0539395,1.1640651,-0.14337966,5.49564893065525e-11,1.0587305599056993e-09
CDHR3,0.12737685,0.21881744,-0.78061986,6.14715095054659e-11,1.1818149634841826e-09
ENSG00000257022,0.1931989,0.27028123,-0.48437238,6.18743046113542e-11,1.187126228760174e-09
CPNE4,0.2165782,0.30331174,-0.4859115,6.378102461390157e-11,1.2212113733216828e-09
ENSG00000237813,0.73062223,0.6488518,0.17123634,6.393915794467682e-11,1.2217457837819918e-09
MIR99AHG,1.274625,1.3984683,-0.13377461,6.761198996798771e-11,1.289300182682237e-09
ITGAV,0.9557814,0.83084077,0.20210847,6.993650812599272e-11,1.3309215400366404e-09
MUC20-OT1,1.1688163,1.2285713,-0.071933284,8.283446344205643e-11,1.5731840809987318e-09
TGFBR2,0.57988083,0.68444324,-0.23917407,8.658813001989191e-11,1.6411511835285372e-09
TMEM182,0.6823084,0.7915454,-0.21424788,9.188363788341868e-11,1.7380086504480524e-09
AQP7B,0.060344867,0.139658,-1.210582,9.962562535776811e-11,1.8806591893492565e-09
COPA,0.51034987,0.41831246,0.28690505,1.0550069296734572e-10,1.9875652638948543e-09
ENSG00000255580,0.3745452,0.3024144,0.3086121,1.0577387809754843e-10,1.988718485593586e-09
FGF14,0.30938315,0.4170941,-0.4309771,1.2447797359468256e-10,2.3357046965306233e-09
ATP8B1,0.436596,0.30269387,0.528438,1.2632186083019788e-10,2.3655722521136057e-09
SYNDIG1,0.778387,0.68388414,0.18673545,1.422987215881818e-10,2.6594553903193655e-09
CAMK2B,0.59259164,0.53768134,0.14028662,1.448273615970698e-10,2.701332617303596e-09
GAS7,0.4869557,0.38730273,0.3303281,1.517606069040907e-10,2.82503574201226e-09
HSPB8,0.54447573,0.46844026,0.21700227,1.528425798078399e-10,2.839542740113176e-09
ACOT9,0.3601838,0.28050113,0.36072564,1.5474454319317688e-10,2.8691962534355446e-09
DECR1,0.9909693,1.0789877,-0.12276597,1.579648044243121e-10,2.92312780100374e-09
ENSG00000225885,0.43478373,0.36886874,0.23718977,1.6465893373327943e-10,3.0410041659165897e-09
GAS2,0.65820295,0.76022977,-0.20790273,1.8365480859528639e-10,3.3851658433025085e-09
CYLD,0.25574747,0.19456816,0.39444256,1.844200724074095e-10,3.3926061163261096e-09
EFNA5,2.084404,1.9507197,0.09562844,2.1190776454562322e-10,3.890643144749583e-09
SSH2,1.1636866,1.0747108,0.11475396,2.2666995823559427e-10,4.153549898762393e-09
PARD3B,0.84993726,0.95343584,-0.16577932,2.2802484320977284e-10,4.1702321227954944e-09
MAPK8IP3,0.42373496,0.33786178,0.3267281,2.383105346336427e-10,4.3498627158226385e-09
TDRD3,0.76443255,0.8660077,-0.1799904,2.6700048071922406e-10,4.864074776908272e-09
MTUS1,1.2945693,1.388053,-0.1005905,2.70880219149957e-10,4.9251903412110395e-09
CYSTM1,0.6755749,0.5765026,0.2287882,2.772621727243914e-10,5.03147718472e-09
KCTD1,0.22687717,0.3260933,-0.52337146,2.8362585072889026e-10,5.137022647757622e-09
SEMA5A,0.70267284,0.79431725,-0.17686197,2.8732971772395523e-10,5.19407979130279e-09
COMT,0.4013911,0.3245026,0.30677772,2.954999220734003e-10,5.3315005171012335e-09
MARCHF11,0.09767184,0.19169244,-0.97277164,3.05346070949863e-10,5.498573584743982e-09
USP38-DT,0.3048095,0.38509288,-0.33729756,3.1238012491423047e-10,5.6144642374431234e-09
ARHGAP26,1.8682153,1.9437815,-0.05720532,3.204004203951583e-10,5.747603717298996e-09
SYNJ2,0.5490929,0.44573876,0.30085123,3.5096813311596463e-10,6.283937070408359e-09
RCAN1,0.31249058,0.2319256,0.43014896,3.5184424961457913e-10,6.287624285493298e-09
HIPK3,0.8722718,0.9559112,-0.13209878,3.7815089747160904e-10,6.744889201670411e-09
PTP4A3,0.40046406,0.47833598,-0.256351,3.7923642733193105e-10,6.751415865708116e-09
HS3ST5,0.110055044,0.043656398,1.3339403,3.9487099277167566e-10,7.016438738984585e-09
HES4,0.22578631,0.16064718,0.49105978,4.0869761623790657e-10,7.248395152257164e-09
NINL,0.11304574,0.1958289,-0.7926817,4.210975620186863e-10,7.45422137143267e-09
FOXN3,1.0390838,1.1549306,-0.15249395,5.026847096395072e-10,8.881709879167339e-09
CLEC16A,0.6973298,0.6067097,0.20083445,5.266926227397856e-10,9.288402606286971e-09
FAM13A,0.45832783,0.5616681,-0.2933374,5.68338266416322e-10,1.000403304975222e-08
UBAC2,0.9390785,0.83786196,0.16453303,6.085613770630776e-10,1.0691990336340439e-08
TENT2,1.1027042,1.0193471,0.11340035,6.168110295795068e-10,1.0816674914981183e-08
NUAK1,0.71893775,0.62848884,0.19397944,6.24579834615339e-10,1.0932477627539385e-08
NALCN,0.34305093,0.45555812,-0.40921128,6.367057052651152e-10,1.1123971930721248e-08
ASCC3,0.5251599,0.469289,0.16227973,6.392115917362818e-10,1.1146994709423412e-08
CCDC6,0.42765635,0.33930877,0.3338524,6.676241770354952e-10,1.162087203886274e-08
PLPP1,1.1430147,1.0340381,0.1445545,6.871110364163907e-10,1.1937918043812181e-08
